wo_id,tag_sap,wo_type,created_date,basic_start,basic_finish,actual_finish,status,short_text,long_text,planned_hours,actual_hours,crew,work_center,priority,ta_id
40000086,100-E-111,PM03,2020-09-11,2020-10-16,2020-10-19,2020-10-20,CLSD,TA OPEN CLEAN INSPECT RGKT,Cleaned and inspected the diesel product / BFW exchanger (E-111). Verified all cooling passages were clear and free of deposits. No abnormalities found during inspection. Equipment returned to service in healthy condition.,18.4,17.7,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2020
40000087,100-D-104,PM03,2020-09-14,2020-10-17,2020-10-21,2020-10-20,CLSD,TA INTERNAL INSP CLEAN,Performed internal inspection and cleaning of residue flash drum D-104. No abnormalities found. Equipment returned to service.,41.9,33.3,"3 fitters, 2 inspectors, 1 scaffolder",MECH,1,TA-2020
40000088,100-E-107,PM03,2020-09-14,2020-10-09,2020-10-16,2020-10-17,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of the overhead naphtha condenser E-107. Removed fouling deposits causing slow condensing. Verified RGKT condition and ensured proper flow. Equipment returned to service with improved performance.,21.1,24.0,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2020
40000089,100-E-110,PM03,2020-09-14,2020-10-15,2020-10-22,2020-10-23,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed thorough cleaning and inspection of kerosene stripper reboiler E-110. Identified wall thinning in the reboiler jacket area. No leaks detected. Equipment returned to service without issues.,22.2,24.4,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2020
40000090,100-C-101,PM03,2020-09-16,2020-10-13,2020-10-20,2020-10-19,CLSD,TA INTERNAL TRAY INSP,Inspected internal trays of atmospheric distillation column C-101 for integrity and fouling. No significant damage or corrosion found. Cleaned trays and ensured proper alignment. Equipment returned to service without issues.,94.4,79.1,"4 fitters, 2 inspectors, 2 scaffolders, 1 crane op",MECH,1,TA-2020
40000091,100-D-102,PM03,2020-09-16,2020-10-15,2020-10-22,2020-10-21,CLSD,TA INTERNAL INSP CLEAN,Performed internal inspection and cleaning of kerosene stripper D-102. No abnormalities found. Equipment confirmed healthy and operational.,57.9,70.6,"3 fitters, 2 inspectors, 1 scaffolder",MECH,1,TA-2020
40000092,100-E-105,PM03,2020-09-16,2020-10-07,2020-10-11,2020-10-11,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed thorough cleaning of exchanger E-105 to remove fouling deposits. Inspected all tubes and shell for signs of corrosion and leaks. Verified flow rates and temperature profiles post-cleaning. Equipment returned to service with improved heat transfer efficiency.,22.2,27.4,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2020
40000093,100-PSV-101,PM03,2020-09-19,2020-10-15,2020-10-21,2020-10-21,CLSD,PSV POP TEST CERT,"Performed proof pressure test on PSV-101 as per schedule. Valve operated within set parameters, no leaks detected. Certification completed and documented in TA-2020. Equipment confirmed healthy and serviceable.",3.7,3.8,"1 tech, 1 inspector",INSP,1,TA-2020
40000094,100-D-101,PM03,2020-09-21,2020-10-14,2020-10-18,2020-10-18,CLSD,TA INTERNAL INSP CLEAN,"Performed internal inspection and cleaning of overhead reflux drum D-101. No abnormalities found, equipment in healthy condition. All surfaces free of deposits and corrosion. Job completed as per TA-2020.",49.4,58.3,"3 fitters, 2 inspectors, 1 scaffolder",MECH,1,TA-2020
40000095,100-E-102,PM03,2020-09-21,2020-10-16,2020-10-23,2020-10-22,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed open cleaning and inspection of exchanger bundle due to fast fouling on both shell and tube sides. Removed deposits and restored flow paths. Replaced all gaskets to ensure proper sealing. Unit returned to service without leaks.,20.5,16.8,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2020
40000096,100-PSV-103,PM03,2020-09-21,2020-10-17,2020-10-23,2020-10-22,CLSD,PSV POP TEST CERT,"Performed pop test on PSV-103 to verify set pressure and reseat functionality. Valve operated within specified parameters, no leaks detected. Certification completed and documented as per TA-2020. Equipment confirmed healthy and serviceable.",3.1,3.1,"1 tech, 1 inspector",INSP,1,TA-2020
40000097,100-D-103,PM03,2020-09-22,2020-10-16,2020-10-21,2020-10-22,CLSD,TA INTERNAL INSP CLEAN,"Performed internal inspection and cleaning of diesel stripper D-103. No abnormalities found, equipment in healthy condition. All tasks completed as per schedule.",54.4,63.4,"3 fitters, 2 inspectors, 1 scaffolder",MECH,1,TA-2020
40000098,100-E-101,PM03,2020-09-23,2020-10-15,2020-10-22,2020-10-21,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of the bundle in exchanger E-101. Noted significant fouling on both shell and tube sides. Replaced all gaskets to ensure proper sealing. Job completed as per TA-2020.,22.9,25.2,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2020
40000099,100-E-104,PM03,2020-09-23,2020-10-18,2020-10-21,2020-10-22,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of crude/diesel pumparound preheat exchanger #4 (E-104). Removed fouling deposits causing slow heat transfer. Verified tube bundle condition and ensured no leaks. Equipment returned to service without issues.,18.2,19.7,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2020
40000100,100-PSV-102,PM03,2020-09-23,2020-10-16,2020-10-19,2020-10-18,CLSD,PSV POP TEST CERT,"Performed pop test on PSV-102 to verify set pressure and proper operation. Valve responded within specified limits, no leaks detected. Certification completed and documented. Equipment confirmed healthy and operational.",3.3,3.8,"1 tech, 1 inspector",INSP,1,TA-2020
40000101,100-E-103,PM03,2020-09-25,2020-10-17,2020-10-22,2020-10-22,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of crude/kerosene pumparound preheat exchanger #3 (E-103). Removed fouling deposits causing reduced heat transfer efficiency. Verified tube bundle condition; no leaks found. Equipment returned to service.,18.4,19.1,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2020
40000102,100-H-101,PM03,2020-09-25,2020-10-18,2020-10-26,2020-10-27,CLSD,TA HEATER TUBE INSP,"Inspected heater tubes in crude fired heater H-101 for signs of wear, corrosion, and fouling. No leaks or significant damage detected. Tubes cleaned and integrity confirmed. Job completed as per TA-2020.",73.9,79.9,"3 fitters, 2 inspectors, 1 crane op",MECH,1,TA-2020
40000103,100-E-112,PM03,2020-09-26,2020-10-17,2020-10-24,2020-10-24,CLSD,TA OPEN CLEAN INSPECT RGKT,Cleaned and inspected residue rundown cooler E-112 as scheduled. No abnormalities found in gasket or tube bundle. Equipment operating within normal parameters. Job closed.,22.6,26.6,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2020
40000104,100-PSV-104,PM03,2020-09-26,2020-10-18,2020-10-24,2020-10-25,CLSD,PSV POP TEST CERT,Performed pop test on PSV-104 to verify set pressure and reseat accuracy. Valve operated within specified limits. No leaks or mechanical issues detected. Certificate issued and documented.,3.9,3.2,"1 tech, 1 inspector",INSP,1,TA-2020
40000105,100-P-102A,PM02,2021-01-15,2021-02-01,2021-02-03,2021-02-02,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on desalter water pump P-102A. Identified minor seal leakage, cleaned area and monitored condition. No immediate repairs required.",3.3,2.6,"1 fitter, 1 inspector",MECH,3,
40000106,100-P-101A,PM02,2021-01-18,2021-01-28,2021-01-30,2021-01-29,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump P-101A. Inspected seal condition and lubrication status. No abnormalities detected during inspection. Equipment operating within normal vibration limits.,4.3,3.6,"1 fitter, 1 inspector",MECH,3,
40000107,100-P-105A,PM02,2021-01-18,2021-02-04,2021-02-06,2021-02-07,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of Naphtha product pump A (P-105A) during naphtha rundown. No abnormal vibrations detected. Seal condition inspected and found within operational limits. No leaks observed at time of inspection.,3.1,2.7,"1 fitter, 1 inspector",MECH,4,
40000108,100-P-103A,PM02,2021-01-23,2021-02-02,2021-02-04,2021-02-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump A (P-103A). Inspected lubrication seal for wear and leaks. No abnormalities detected during inspection. Equipment operating within normal vibration limits.,3.2,3.8,"1 fitter, 1 inspector",MECH,3,
40000109,100-LV-101,PM02,2021-02-11,2021-03-07,2021-03-08,2021-03-09,CLSD,CALIBRATE CONTROL VALVE,Calibrated reflux drum level control valve LV-101 to ensure accurate overhead accumulator level regulation. Verified valve response and adjusted settings for optimal performance. No anomalies detected during calibration.,2.6,2.6,1 instrument tech,INST,4,
40000110,100-LV-102,PM02,2021-02-19,2021-03-08,2021-03-10,2021-03-09,CLSD,CALIBRATE CONTROL VALVE,Calibrated column bottoms level control valve LV-102 to ensure accurate level control. Verified valve response and adjusted settings as required. Equipment operating within normal parameters after calibration.,2.2,2.5,1 instrument tech,INST,4,
40000111,100-PV-101,PM02,2021-02-25,2021-03-11,2021-03-12,2021-03-12,CLSD,CALIBRATE CONTROL VALVE,Calibrated column overhead pressure control valve PV-101 as scheduled. Verified setpoints and adjusted actuator response for optimal pressure control. Valve operated within specified parameters after calibration. No abnormalities detected during the procedure.,3.4,2.6,1 instrument tech,INST,3,
40000112,100-TV-101,PM02,2021-02-27,2021-03-15,2021-03-16,2021-03-17,CLSD,CALIBRATE CONTROL VALVE,Calibrated desalter temperature control valve TV-101 to ensure accurate temperature regulation. Verified valve response and adjusted setpoints as per specifications. Valve operated within normal parameters after calibration.,3.0,2.4,1 instrument tech,INST,4,
40000113,100-PV-102,PM02,2021-02-28,2021-03-12,2021-03-13,2021-03-12,CLSD,CALIBRATE CONTROL VALVE,Calibrated fuel gas pressure control valve PV-102 as per schedule. Verified setpoint accuracy and adjusted actuator response. Valve operated within specified parameters after calibration. No leaks or mechanical issues detected.,3.7,3.4,1 instrument tech,INST,3,
40000114,100-V-101,PM02,2021-03-18,2021-04-10,2021-04-11,2021-04-12,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube system on Electrostatic desalter V-101. Checked for signs of wall loss and corrosion. No leaks or abnormalities found. Equipment operating within normal parameters.,7.3,6.3,"1 inspector, 1 fitter",INSP,3,
40000115,100-C-101,PM02,2021-03-24,2021-04-16,2021-04-18,2021-04-18,CLSD,EXT INSP LUBE CONDITION,External inspection of lubrication system completed. No leaks or contamination found. Bearings and seals in good condition. Lubricant levels checked and within acceptable range.,7.5,9.4,"1 inspector, 1 fitter",INSP,4,
40000116,100-D-103,PM02,2021-03-29,2021-04-19,2021-04-21,2021-04-22,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of diesel stripper D-103. Verified lubrication condition; no abnormalities found. Equipment operated within normal parameters during service. No leaks or wear detected.,7.0,8.3,"1 inspector, 1 fitter",INSP,3,
40000117,100-E-110,PM02,2021-03-29,2021-04-18,2021-04-20,2021-04-20,CLSD,EXT INSP LUBE CONDITION,"External inspection of kerosene stripper reboiler E-110 completed. Noted moderate wall thinning on lower shell section. Lubrication system checked, no leaks detected. No immediate repairs required; continue monitoring condition.",4.2,4.4,"1 inspector, 1 fitter",INSP,3,
40000118,100-D-102,PM02,2021-03-31,2021-04-18,2021-04-20,2021-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of kerosene stripper D-102 focusing on lube condition. Found no leaks or contamination. Lubrication levels within acceptable range. Equipment operating normally.,7.7,6.7,"1 inspector, 1 fitter",INSP,4,
40000119,100-D-104,PM02,2021-03-31,2021-04-20,2021-04-22,2021-04-22,CLSD,EXT INSP LUBE CONDITION,Completed external inspection of lube condition on residue flash drum D-104. No leaks or abnormalities detected. Lubrication levels within normal range. Equipment operating healthy and stable.,5.9,4.9,"1 inspector, 1 fitter",INSP,4,
40000120,100-E-101,PM02,2021-03-31,2021-04-18,2021-04-20,2021-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude preheat exchanger E-101. No leaks or contamination observed. Lube system components intact and functioning properly. Equipment operating within normal parameters.,6.5,7.3,"1 inspector, 1 fitter",INSP,3,
40000121,100-E-111,PM02,2021-04-01,2021-04-19,2021-04-21,2021-04-21,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of lube condition on diesel product / BFW exchanger E-111. No abnormalities found, lubrication system operating within normal parameters. Equipment confirmed healthy and fully functional.",6.6,6.0,"1 inspector, 1 fitter",INSP,4,
40000122,100-E-112,PM02,2021-04-01,2021-04-20,2021-04-22,2021-04-21,CLSD,EXT INSP LUBE CONDITION,External inspection of lube system completed on residue rundown cooler E-112. No leaks or contamination found. Lubricant condition verified as within acceptable limits. Equipment operating normally.,6.1,5.1,"1 inspector, 1 fitter",INSP,3,
40000123,100-FV-103,PM02,2021-04-01,2021-04-22,2021-04-24,2021-04-25,CLSD,CALIBRATE CONTROL VALVE,Calibrated FV-103 control valve on naphtha pumparound line. Verified valve response and adjusted setpoints to meet operating parameters. Valve performance confirmed within tolerance.,2.9,3.3,1 instrument tech,INST,4,
40000124,100-E-105,PM02,2021-04-02,2021-04-22,2021-04-24,2021-04-23,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude/AGO preheat exchanger #5. Noted slow fouling buildup affecting heat transfer efficiency. No immediate action required; monitor fouling trend during next service interval.,4.5,5.5,"1 inspector, 1 fitter",INSP,3,
40000125,100-H-101,PM02,2021-04-02,2021-04-21,2021-04-22,2021-04-23,CLSD,EXT INSP LUBE CONDITION,External inspection of crude fired heater H-101 completed. Lube condition checked and found within acceptable limits. No abnormalities detected during inspection. Equipment operating normally.,5.1,4.1,"1 inspector, 1 fitter",INSP,4,
40000126,100-E-102,PM02,2021-04-03,2021-04-19,2021-04-20,2021-04-19,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude/atmospheric residue preheat exchanger #2. No abnormalities found. Equipment showed signs of fast fouling consistent with service history. Cleaning scheduled during next turnaround.,4.2,3.7,"1 inspector, 1 fitter",INSP,3,
40000127,100-E-109,PM02,2021-04-03,2021-04-26,2021-04-28,2021-04-27,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of lube system on Naphtha/Crude Interchanger E-109. Checked for leaks, contamination, and oil level consistency. No abnormalities found; lubrication condition within acceptable parameters. Equipment operating normally with no signs of accelerated wear.",8.0,9.5,"1 inspector, 1 fitter",INSP,3,
40000128,100-FV-102,PM02,2021-04-03,2021-04-21,2021-04-22,2021-04-21,CLSD,CALIBRATE CONTROL VALVE,Calibrated stripping steam flow control valve FV-102 to ensure accurate modulation of column stripping steam. Verified valve response and adjusted setpoints as required. Valve operated within specified parameters after calibration.,2.6,2.7,1 instrument tech,INST,3,
40000129,100-E-108,PM02,2021-04-04,2021-04-25,2021-04-26,2021-04-26,CLSD,EXT INSP LUBE CONDITION,External inspection of lubrication system completed on overhead trim condenser E-108. No leaks or contamination found. Lubricant condition verified as within acceptable parameters. Equipment operating normally.,7.7,6.2,"1 inspector, 1 fitter",INSP,3,
40000130,100-FV-101,PM02,2021-04-04,2021-04-20,2021-04-22,2021-04-21,CLSD,CALIBRATE CONTROL VALVE,Calibrated crude charge flow control valve FV-101. Verified valve response and adjusted setpoints to specification. Confirmed proper operation with no leaks or deviations. Job completed and valve returned to service.,2.9,2.9,1 instrument tech,INST,4,
40000131,100-D-101,PM02,2021-04-05,2021-04-17,2021-04-18,2021-04-17,CLSD,EXT INSP LUBE CONDITION,External inspection of overhead reflux drum completed. Lubrication condition verified and found satisfactory. No abnormalities detected during the check. Equipment remains healthy and operational.,7.2,8.7,"1 inspector, 1 fitter",INSP,4,
40000132,100-E-103,PM02,2021-04-06,2021-04-20,2021-04-22,2021-04-21,CLSD,EXT INSP LUBE CONDITION,External inspection completed on E-103 pumparound exchanger. Lube condition checked and found within acceptable limits. No abnormalities or leaks detected. Unit returned to service.,6.4,5.3,"1 inspector, 1 fitter",INSP,4,
40000133,100-E-104,PM02,2021-04-07,2021-04-21,2021-04-23,2021-04-22,CLSD,EXT INSP LUBE CONDITION,"External inspection performed on lube condition of crude/diesel pumparound preheat exchanger #4 (E-104). No abnormalities detected. Lubrication system clean, no leaks or contamination observed. Equipment operating within normal parameters.",7.7,6.4,"1 inspector, 1 fitter",INSP,3,
40000134,100-E-107,PM02,2021-04-09,2021-04-24,2021-04-26,2021-04-25,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of lube condition on overhead naphtha condenser E-107. Noted slow fouling on condensing surfaces, cleaned as necessary. No leaks or damage observed. Equipment returned to service without issues.",5.5,6.0,"1 inspector, 1 fitter",INSP,3,
40000135,100-E-106,PM02,2021-04-13,2021-04-23,2021-04-24,2021-04-23,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude preheat exchanger #6. No abnormalities detected. Equipment operating within normal parameters. No further action required.,7.3,6.6,"1 inspector, 1 fitter",INSP,3,
40000136,100-P-101B,PM02,2021-04-13,2021-05-01,2021-05-03,2021-05-02,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on crude charge pump B. Inspected lube seal for leaks and wear. No abnormalities found; equipment operating within normal parameters.,4.1,4.6,"1 fitter, 1 inspector",MECH,4,
40000137,100-P-106A,PM02,2021-04-13,2021-05-05,2021-05-06,2021-05-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Diesel product pump A (P-106A). No abnormalities detected. Equipment operating within normal parameters.,4.7,3.9,"1 fitter, 1 inspector",MECH,4,
40000138,100-P-106B,PM02,2021-04-17,2021-05-06,2021-05-08,2021-05-08,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on diesel product pump B (P-106B). No abnormalities detected. Equipment operating within normal parameters.,3.7,2.9,"1 fitter, 1 inspector",MECH,3,
40000139,100-P-104A,PM02,2021-04-18,2021-05-03,2021-05-04,2021-05-03,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on atmospheric residue bottoms pump P-104A. No abnormalities detected. Equipment operating within normal parameters.,4.6,5.4,"1 fitter, 1 inspector",MECH,4,
40000140,100-P-101A,PM01,2021-04-19,2021-05-11,2021-05-13,2021-05-14,CLSD,REPL BRG DE COUPLE,"Detected high vibration levels on crude charge pump A before bearing replacement. Removed and replaced bearing on coupling. Post-maintenance vibration readings showed significant reduction, confirming successful repair.",9.8,10.2,"2 fitters, 1 millwright",MECH,1,
40000141,100-P-102B,PM02,2021-04-22,2021-05-02,2021-05-04,2021-05-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of desalter water pump B. No abnormalities detected. Seal condition healthy and operating within normal parameters. Equipment returned to service without issues.,3.0,3.7,"1 fitter, 1 inspector",MECH,4,
40000142,100-P-103B,PM02,2021-04-22,2021-05-03,2021-05-04,2021-05-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump B. Lubrication of seal completed as per schedule. Inspected seal condition; found within normal parameters. No abnormalities detected during service.,4.3,4.7,"1 fitter, 1 inspector",MECH,3,
40000143,100-P-105B,PM02,2021-04-23,2021-05-05,2021-05-07,2021-05-08,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of Naphtha product pump B during naphtha rundown. No abnormalities detected. Seal condition confirmed healthy. Equipment operating within normal parameters.,4.9,6.0,"1 fitter, 1 inspector",MECH,4,
40000144,100-P-104B,PM02,2021-04-24,2021-05-04,2021-05-06,2021-05-07,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of atmospheric residue bottoms pump B (P-104B). No abnormalities detected. Seal condition verified healthy. Equipment operating within normal parameters.,3.3,2.7,"1 fitter, 1 inspector",MECH,4,
40000145,100-P-102A,PM01,2021-06-03,2021-06-22,2021-06-24,2021-06-24,CLSD,REPL MECH SEAL,Seal leakage was observed on Desalter water pump A (P-102A) causing a drop in seal pot level. Mechanical seal was replaced to restore proper sealing. Pump was tested and returned to service without leaks.,8.7,9.7,2 fitters,MECH,2,
40000146,100-P-102A,PM02,2021-07-09,2021-08-01,2021-08-03,2021-08-02,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on Desalter water pump A (P-102A). Identified minor seal leakage, monitored condition throughout operation. No immediate repairs required, continued routine observation.",3.1,2.5,"1 fitter, 1 inspector",MECH,4,
40000147,100-P-101A,PM02,2021-07-16,2021-07-28,2021-07-30,2021-07-31,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump A (P-101A). Inspected seal condition and monitored vibration levels. No abnormalities detected during inspection.,3.9,3.5,"1 fitter, 1 inspector",MECH,4,
40000148,100-P-105A,PM02,2021-07-19,2021-08-04,2021-08-06,2021-08-06,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Naphtha product pump A (P-105A) during naphtha rundown. No abnormal vibrations detected. Seal showed minor wear but no leaks observed. Equipment operating within normal parameters.,3.4,2.7,"1 fitter, 1 inspector",MECH,3,
40000149,100-P-103A,PM02,2021-07-20,2021-08-02,2021-08-04,2021-08-03,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump P-103A. Inspected lubrication and seal condition. No abnormalities detected. Equipment operating within normal parameters.,3.8,3.7,"1 fitter, 1 inspector",MECH,3,
40000150,100-E-106,PM01,2021-08-09,2021-08-23,2021-08-24,2021-08-23,CLSD,CLEAN BUNDLE REPL GASKET,Cleaned bundle on crude preheat exchanger E-106 due to fast fouling observed on both shell and tube sides. Replaced gasket to ensure proper sealing. Equipment returned to service without leaks.,15.1,12.1,"2 fitters, 1 inspector, 1 crane op",MECH,2,
40000151,100-P-103A,PM01,2021-09-14,2021-10-07,2021-10-08,2021-10-09,CLSD,REPL BRG DE COUPLE,"High vibration detected on overhead reflux pump A prior to maintenance. Replaced bearing on drive couple. Vibration readings dropped significantly after bearing replacement, confirming issue resolution. Equipment operating within normal parameters post-service.",10.8,11.7,"2 fitters, 1 millwright",MECH,2,
40000152,100-E-101,PM01,2021-10-18,2021-11-08,2021-11-10,2021-11-09,CLSD,CLEAN BUNDLE REPL GASKET,Performed cleaning of bundle due to fast fouling on both shell and tube sides. Replaced gasket to ensure proper sealing. Equipment returned to service without issues.,14.3,12.8,"2 fitters, 1 inspector, 1 crane op",MECH,2,
40000153,100-P-105A,PM01,2021-11-22,2021-12-09,2021-12-12,2021-12-13,CLSD,REPL MECH SEAL,Seal leakage was observed on the naphtha product pump A (P-105A) during the rundown. Seal pot level was low prior to replacement. Mechanical seal was replaced successfully. No further leaks detected after change-out.,6.9,7.1,2 fitters,MECH,2,
40000154,100-P-101A,PM02,2022-01-10,2022-01-28,2022-01-29,2022-01-30,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump A (P-101A). Inspected seal condition and recorded vibration levels. No abnormalities detected during inspection.,4.4,4.7,"1 fitter, 1 inspector",MECH,4,
40000155,100-P-103A,PM02,2022-01-10,2022-02-02,2022-02-04,2022-02-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump P-103A. Inspected lubrication and mechanical seal condition. No abnormalities detected; equipment operating within normal parameters.,4.7,4.3,"1 fitter, 1 inspector",MECH,4,
40000156,100-P-103B,PM02,2022-01-11,2022-02-03,2022-02-04,2022-02-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump B. Lubricated seal as per schedule. Inspected seal condition; found within normal parameters. No abnormalities detected during service.,4.6,5.4,"1 fitter, 1 inspector",MECH,4,
40000157,100-P-101B,PM02,2022-01-13,2022-02-01,2022-02-03,2022-02-02,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on crude charge pump B (P-101B). No abnormalities detected. Equipment operating within normal parameters.,3.6,3.0,"1 fitter, 1 inspector",MECH,4,
40000158,100-P-102B,PM02,2022-01-13,2022-02-02,2022-02-04,2022-02-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of desalter water pump B (P-102B). No abnormal vibrations detected. Seal condition inspected and found healthy. Equipment operating within normal parameters.,3.6,3.8,"1 fitter, 1 inspector",MECH,4,
40000159,100-P-104A,PM02,2022-01-13,2022-02-03,2022-02-04,2022-02-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of atmospheric residue bottoms pump A (P-104A). Seal condition verified healthy with no abnormalities detected. Equipment operated within normal vibration limits throughout inspection. No further action required.,5.0,4.2,"1 fitter, 1 inspector",MECH,3,
40000160,100-P-102A,PM02,2022-01-15,2022-02-01,2022-02-03,2022-02-03,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on Desalter water pump A (P-102A). Identified minor seal leak, monitored condition. No immediate action required, pump operated within normal parameters.",4.2,4.9,"1 fitter, 1 inspector",MECH,3,
40000161,100-P-105A,PM02,2022-01-19,2022-02-04,2022-02-05,2022-02-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Naphtha product pump A (P-105A) during naphtha rundown. No abnormal vibrations detected. Seal showed minor wear but no active leaks. Equipment operating within normal parameters.,4.7,4.3,"1 fitter, 1 inspector",MECH,3,
40000162,100-P-104B,PM02,2022-01-21,2022-02-04,2022-02-06,2022-02-06,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on lube seal of atmospheric residue bottoms pump B (P-104B). No abnormalities detected. Seal condition healthy, no leaks observed. Equipment operating within normal parameters.",4.6,3.7,"1 fitter, 1 inspector",MECH,4,
40000163,100-P-106B,PM02,2022-01-21,2022-02-06,2022-02-08,2022-02-08,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on lube seal of diesel product pump B (P-106B). No abnormalities detected. Seal condition healthy, no leaks observed. Equipment operating within normal parameters.",4.5,4.6,"1 fitter, 1 inspector",MECH,3,
40000164,100-P-105B,PM02,2022-01-24,2022-02-05,2022-02-07,2022-02-08,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and lubrication seal inspection on Naphtha product pump B during naphtha rundown. No abnormalities detected, equipment operating within normal parameters. Maintenance completed and unit returned to service.",3.7,3.0,"1 fitter, 1 inspector",MECH,4,
40000165,100-P-106A,PM02,2022-01-25,2022-02-05,2022-02-07,2022-02-08,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lubrication seal on diesel product pump A (P-106A). No abnormalities detected. Equipment operating within normal parameters.,3.8,3.7,"1 fitter, 1 inspector",MECH,3,
40000166,100-E-102,PM01,2022-01-30,2022-02-14,2022-02-16,2022-02-17,CLSD,CLEAN BUNDLE REPL GASKET,Cleaned bundle on both shell and tube sides due to heavy fouling. Replaced gasket to ensure proper sealing. Equipment returned to service without issues.,16.2,14.3,"2 fitters, 1 inspector, 1 crane op",MECH,2,
40000167,100-PV-102,PM02,2022-02-16,2022-03-12,2022-03-13,2022-03-12,CLSD,CALIBRATE CONTROL VALVE,Calibrated fuel gas pressure control valve PV-102 on heater fuel gas line. Verified setpoint accuracy and response time. Valve operated within specified parameters. No deviations found during calibration.,2.1,2.6,1 instrument tech,INST,3,
40000168,100-LV-102,PM02,2022-02-19,2022-03-08,2022-03-10,2022-03-09,CLSD,CALIBRATE CONTROL VALVE,Calibrated column bottoms level control valve LV-102 as scheduled. Verified valve response and adjusted setpoints to ensure accurate level control. No abnormalities detected during calibration. Equipment operating within normal parameters.,3.9,4.4,1 instrument tech,INST,3,
40000169,100-LV-101,PM02,2022-02-22,2022-03-07,2022-03-08,2022-03-08,CLSD,CALIBRATE CONTROL VALVE,Calibrated LV-101 control valve for overhead accumulator level. Verified signal response and adjusted setpoints to meet operational parameters. Valve operated within normal range after calibration. No leaks or faults detected during inspection.,3.4,2.6,1 instrument tech,INST,3,
