wo_id,material_no,material_desc,qty,unit
40000243,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000244,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000245,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000246,BRG-NU309,Pump bearing,2.0,EA
40000246,OIL-ISO-VG46,ISO VG 46 turbine oil,8.0,L
40000247,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000247,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000248,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000248,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000249,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000249,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000250,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000250,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000251,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000251,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000252,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000252,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000253,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000253,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000254,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000254,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000255,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000255,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000256,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000256,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000257,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000257,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000258,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000258,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000259,SEAL-C-35-A,Cartridge mechanical seal,1.0,EA
40000259,O-RING-VIT-2,Viton O-ring kit,1.0,KIT
40000260,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000260,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000261,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000261,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000262,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000262,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000263,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000263,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000264,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000265,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000266,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000267,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000268,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000269,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000270,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000271,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000272,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000273,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000274,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000275,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000276,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000277,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000278,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000279,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000280,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000281,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000282,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000283,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000284,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000285,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000286,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000287,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000288,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000289,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000289,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000290,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000291,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000291,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000292,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000292,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000293,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000293,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000294,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000295,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000295,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000296,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000296,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000297,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000297,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000298,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000298,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000299,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000299,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000300,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000300,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000301,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000301,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000302,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000302,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000303,BRG-6309-2RS,Pump bearing,2.0,EA
40000303,OIL-ISO-VG46,ISO VG 46 turbine oil,8.0,L
40000304,GSK-316-SW-16,316 SS spiral wound gasket,2.0,EA
40000304,BLT-B7-78-9UN,ASTM A193 B7 stud bolt set,1.0,SET
40000304,GRF-FLEX-1,Flexible graphite packing ring,8.0,EA
40000305,SEAL-C-45-A,Cartridge mechanical seal,1.0,EA
40000305,O-RING-VIT-2,Viton O-ring kit,1.0,KIT
40000306,GSK-316-SW-20,316 SS spiral wound gasket,2.0,EA
40000306,BLT-B7-34-10UN,ASTM A193 B7 stud bolt set,1.0,SET
40000306,GRF-FLEX-1,Flexible graphite packing ring,8.0,EA
40000307,GSK-316-SW-20,316 SS spiral wound gasket,2.0,EA
40000307,BLT-B7-58-8UN,ASTM A193 B7 stud bolt set,1.0,SET
40000307,GRF-FLEX-1,Flexible graphite packing ring,8.0,EA
40000308,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000308,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000309,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000309,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000310,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000310,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000311,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000311,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000312,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000312,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000313,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000313,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000314,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000314,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000315,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000315,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000316,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000316,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000317,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000317,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000318,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000318,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000319,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000319,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000320,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000321,BRG-NU309,Pump bearing,2.0,EA
40000321,OIL-ISO-VG46,ISO VG 46 turbine oil,8.0,L
40000322,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000323,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000324,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000325,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000326,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000327,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000328,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000329,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000330,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000331,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000332,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000333,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000334,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000335,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000336,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000337,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000338,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000339,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000340,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000341,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000342,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000343,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000344,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000345,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000346,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000347,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000348,SEAL-C-35-A,Cartridge mechanical seal,1.0,EA
40000348,O-RING-VIT-2,Viton O-ring kit,1.0,KIT
40000349,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000349,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000350,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000350,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000351,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000351,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000352,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000352,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000353,VP-PACK-PTFE-6,Valve packing set,1.0,SET
40000353,VP-SEAT-316-4,Valve seat ring,1.0,EA
40000354,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000354,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000355,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000355,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000356,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000356,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000357,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000357,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000358,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000358,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000359,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000359,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000360,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000360,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000361,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000361,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000362,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000362,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000363,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000363,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000364,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000364,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000365,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000365,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000366,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000367,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000368,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000369,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000370,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000371,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000372,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000373,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000374,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000375,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000376,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000377,BRG-6309-2RS,Pump bearing,2.0,EA
40000377,OIL-ISO-VG46,ISO VG 46 turbine oil,8.0,L
40000378,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000379,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000380,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000381,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000382,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000383,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000384,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000385,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000386,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000387,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000388,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000389,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000390,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000391,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000392,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000393,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000394,SEAL-C-45-A,Cartridge mechanical seal,1.0,EA
40000394,O-RING-VIT-2,Viton O-ring kit,1.0,KIT
40000395,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000395,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000396,VP-PACK-PTFE-6,Valve packing set,1.0,SET
40000396,VP-SEAT-316-4,Valve seat ring,1.0,EA
40000397,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000397,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000398,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000398,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000399,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000399,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000400,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000400,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000401,INSP-UT-COUPLANT,UT couplant,1.0,BT
40000402,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000402,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000403,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000403,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000404,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000404,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000405,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000405,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000406,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000406,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000407,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000407,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000408,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000408,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000409,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000409,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
40000410,INST-AIR-FLT,Instrument air filter element,1.0,EA
40000411,OIL-ISO-VG46,ISO VG 46 turbine oil,4.0,L
40000411,GRS-NLGI2,NLGI 2 bearing grease,0.2,KG
