insp_id,tag_dwg,insp_date,insp_type,finding_text,fouling_pct,wall_min_mm,vib_mm_s,severity,recommendation,next_insp_due
INS-2020-0133,101-E-010,2020-11-09,UT_THICKNESS,Ultrasonic thickness inspection of the kerosene stripper reboiler (E-110) conducted on 2020-11-09 revealed a minimum wall thickness of 5.71 mm. The inspection was performed in accordance with drawing 101-E-010. No additional anomalies or defects were observed during the thickness measurements.,,5.71,,MEDIUM,"Monitor, re-UT in 12 months",2021-11-09
INS-2020-0134,101-V-001,2020-11-09,UT_THICKNESS,Ultrasonic thickness inspection performed on electrostatic desalter V-101 on 2020-11-09 indicated a minimum wall thickness of 11.09 mm. The inspection was conducted following the internal cleaning work order. No visible external corrosion or damage was observed on the vessel shell during the inspection.,,11.09,,MEDIUM,"Monitor, re-UT in 12 months",2021-11-09
INS-2020-0135,103-D-012,2020-11-09,UT_THICKNESS,The kerosene stripper (D-102) was inspected using ultrasonic thickness testing on 2020-11-09. The minimum wall thickness recorded was 11.86 mm. The unit is currently in kerosene stripping service. The most recent maintenance activity was an internal inspection and cleaning as per work order.,,11.86,,LOW,No action,2021-11-09
INS-2020-0136,101-D-003,2020-11-10,UT_THICKNESS,"Ultrasonic thickness measurement was performed on the Diesel Stripper (D-103, drawing 101-D-003) on 2020-11-10. The minimum wall thickness recorded was 11.85 mm. The equipment is in diesel stripping service. The most recent work order involved internal inspection and cleaning.",,11.85,,LOW,No action,2021-11-10
INS-2020-0137,101-E-002,2020-11-10,UT_THICKNESS,Ultrasonic thickness measurement performed on crude/atmospheric residue preheat exchanger #2 (E-102) on 2020-11-10 indicated a minimum wall thickness of 6.2 mm. The inspection was conducted following the recent turnaround work order for open cleaning and inspection of the exchanger. No visible external damage or corrosion was observed on the exchanger shell or tubes during the inspection.,,6.2,,LOW,No action,2021-11-10
INS-2020-0138,101-E-011,2020-11-10,UT_THICKNESS,"The Diesel Product / BFW exchanger (E-111, drawing 101-E-011) was inspected on 2020-11-10 using ultrasonic thickness measurement. The minimum wall thickness recorded was 6.26 mm. The exchanger is in service for diesel product cooling. The most recent work order involved opening, cleaning, and inspecting the rack.",,6.26,,LOW,No action,2021-11-10
INS-2020-0139,101-D-004,2020-11-11,UT_THICKNESS,"The residue flash drum (D-104, drawing 101-D-004) was inspected using ultrasonic thickness testing on 2020-11-11. The minimum wall thickness recorded was 11.79 mm. The equipment is in residue flash service. The most recent work order involved an internal inspection and cleaning.",,11.79,,LOW,No action,2021-11-11
INS-2020-0140,101-E-003,2020-11-11,UT_THICKNESS,Ultrasonic thickness inspection of crude/kerosene pumparound preheat exchanger #3 (E-103) conducted on 2020-11-11 revealed a minimum wall thickness of 6.09 mm. The exchanger is utilized for crude preheat and kerosene pumparound service. Previous maintenance included turnaround open cleaning and inspection of the rotary gasket.,,6.09,,LOW,No action,2021-11-11
INS-2020-0141,101-E-012,2020-11-11,UT_THICKNESS,The residue rundown cooler (E-112) in atmospheric residue rundown service was inspected using ultrasonic thickness measurement on 2020-11-11. The minimum wall thickness recorded was 6.08 mm. The inspection was conducted following the recent work order for open cleaning and inspection of the rack. No anomalies were observed during the thickness measurement.,,6.08,,LOW,No action,2021-11-11
INS-2020-0142,101-E-004,2020-11-12,UT_THICKNESS,Ultrasonic thickness measurement conducted on 2020-11-12 for crude/diesel pumparound preheat exchanger #4 (E-104) revealed a minimum wall thickness of 6.23 mm. The inspection was performed following the TA open clean inspect RGKT work order. No additional anomalies or defects were observed during the examination.,,6.23,,LOW,No action,2021-11-12
INS-2020-0143,101-H-001,2020-11-12,UT_THICKNESS,Ultrasonic thickness measurement was performed on crude fired heater H-101 on 2020-11-12. The minimum wall thickness recorded was 6.29 mm. No visible signs of corrosion or damage were observed on the inspected surfaces. The equipment appeared to be in good condition consistent with the service requirements.,,6.29,,LOW,No action,2021-11-12
INS-2020-0144,101-E-015,2020-11-13,UT_THICKNESS,"Ultrasonic thickness inspection of crude/AGO product preheat exchanger #5 (E-105) conducted on 2020-11-13 revealed a minimum wall thickness of 6.11 mm. The equipment is in crude preheat/AGO service as per drawing 101-E-015. The inspection was performed following the recent work order for TA open, clean, and inspect RGKT.",,6.11,,LOW,No action,2021-11-13
INS-2020-0145,101-E-006,2020-11-14,UT_THICKNESS,"Ultrasonic thickness measurement was performed on the crude/atmospheric residue preheat exchanger #6 (E-106) cold end on 2020-11-14. The minimum wall thickness recorded was 6.25 mm. The unit was previously subjected to a turnaround involving opening, cleaning, and inspection of the radiant section. No additional anomalies were noted during the thickness survey.",,6.25,,LOW,No action,2021-11-14
INS-2020-0146,101-E-007,2020-11-15,UT_THICKNESS,"The overhead naphtha condenser (E-107) was inspected using ultrasonic thickness measurement on 2020-11-15. The minimum wall thickness recorded was 6.27 mm. The equipment is used for column overhead condensing service. The last recorded maintenance activity involved opening, cleaning, and inspecting the reflux gas knockout drum.",,6.27,,LOW,No action,2021-11-15
INS-2020-0147,101-E-008A,2020-11-16,UT_THICKNESS,The overhead trim condenser (E-108) was inspected using ultrasonic thickness testing on 2020-11-16. The minimum wall thickness recorded was 6.29 mm. The equipment consists of a two-bundle design as per drawing 101-E-008A. The inspection was conducted in the column overhead trim service area.,,6.29,,LOW,No action,2021-11-16
INS-2020-0148,101-E-009,2020-11-17,UT_THICKNESS,Ultrasonic thickness inspection of the Naphtha/Crude Interchanger (E-109) conducted on 2020-11-17 revealed a minimum wall thickness of 6.15 mm. The equipment is currently in service for naphtha product and crude. Previous maintenance included a turnaround with open cleaning and inspection of the regenerator tube.,,6.15,,LOW,No action,2021-11-17
INS-2021-0149,101-P-001B,2021-01-18,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2021-01-18. Vibration reading recorded at 2.48 mm/s. Equipment operating in crude charge to heater service. No abnormalities observed during inspection.,,,0.56,LOW,No action,2021-04-19
INS-2021-0150,101-P-002A,2021-01-18,VIBRATION,Desalter water pump A (P-102A) vibration measured at 2.53 mm/s on 2021-01-18 during inspection. Vibration levels recorded at the lube seal area. Equipment operating in desalter wash water service as per drawing 101-P-002A. No visible signs of seal leakage observed at the time of inspection.,,,0.56,LOW,No action,2021-04-19
INS-2021-0151,101-P-004B,2021-01-18,VIBRATION,The atmospheric residue bottoms pump B (P-104B) was inspected for vibration on 2021-01-18. The vibration reading recorded was 2.47 mm/s. The pump is operating in column bottoms service. The most recent work order involved a vibration check and lubrication seal inspection.,,,2.28,LOW,No action,2021-04-19
INS-2021-0152,101-P-005A,2021-01-18,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2021-01-18 during naphtha rundown service. Vibration reading recorded at 1.91 mm/s. Work order noted as VIB CHECK LUBE SEAL INSP. No visible abnormalities observed on external seal components.,,,0.52,LOW,No action,2021-04-19
INS-2021-0153,101-P-002B,2021-01-19,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2021-01-19. Vibration reading recorded at 3.35 mm/s. Equipment is operating within expected parameters for desalter wash water service. No abnormalities observed during inspection.,,,2.41,LOW,No action,2021-04-20
INS-2021-0154,101-P-003A,2021-01-19,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2021-01-19. The vibration reading recorded was 2.55 mm/s. The inspection was conducted in relation to the lube seal check as per the most recent work order.,,,2.54,LOW,No action,2021-04-20
INS-2021-0155,101-P-005B,2021-01-19,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2021-01-19 during naphtha rundown service. Vibration velocity was recorded at 3.29 mm/s. The pump showed no abnormal vibration patterns at the time of inspection. The lubrication seal was checked as part of the vibration assessment.,,,2.4,LOW,No action,2021-04-20
INS-2021-0156,101-P-006A,2021-01-19,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2021-01-19. Vibration reading recorded at 2.77 mm/s. The pump was operating in diesel rundown service as per drawing 101-P-006A. Previous work order noted as VIB CHECK LUBE SEAL INSP.,,,0.54,LOW,No action,2021-04-20
INS-2021-0157,101-P-003B,2021-01-20,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2021-01-20. Vibration level recorded at 3.08 mm/s. Equipment is operating within expected parameters during this inspection. No abnormal noise or movement observed at the time of assessment.,,,0.6,LOW,No action,2021-04-21
INS-2021-0158,101-P-004A,2021-01-20,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2021-01-20. Vibration level recorded was 1.69 mm/s. The pump is in column bottoms service as per drawing 101-P-004A. Previous work order involved vibration check and lubrication seal inspection.,,,0.53,LOW,No action,2021-04-21
INS-2021-0159,101-P-006B,2021-01-20,VIBRATION,Diesel product pump B (P-106B) was inspected for vibration on 2021-01-20 during diesel rundown service. Vibration level recorded was 1.88 mm/s. The pump showed no abnormal vibration trends at the time of inspection.,,,2.51,LOW,No action,2021-04-21
INS-2021-0160,101-P-001A,2021-01-31,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2021-01-31. The vibration reading recorded was 5.58 mm/s. The inspection was conducted in relation to the lube seal condition. No visible abnormalities were noted on the pump casing or mounting.,,,5.65,HIGH,Replace bearings,2021-05-02
INS-2021-0161,101-P-001B,2021-04-19,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2021-04-19. Vibration readings recorded at the pump bearing housing showed 3.29 mm/s. Visual inspection of the pump and surrounding area revealed no signs of abnormal wear or damage. The equipment was operating under normal conditions during the inspection.,,,0.59,LOW,No action,2021-07-19
INS-2021-0162,101-P-002A,2021-04-19,VIBRATION,Desalter water pump A (P-102A) vibration inspection conducted on 2021-04-19 showed a vibration level of 2.06 mm/s. The pump is in service for desalter wash water. The reading was taken during a vibration check and lube seal inspection as per drawing 101-P-002A.,,,2.37,LOW,No action,2021-07-19
INS-2021-0163,101-P-004B,2021-04-19,VIBRATION,Atmospheric residue bottoms pump B (P-104B) was inspected on 2021-04-19 for vibration levels. The vibration reading recorded was 2.19 mm/s. The pump is operating within typical vibration parameters for column bottoms service. No abnormal vibration patterns were observed during the inspection.,,,0.54,LOW,No action,2021-07-19
INS-2021-0164,101-P-005A,2021-04-19,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2021-04-19 during naphtha rundown service. Vibration reading recorded at 2.62 mm/s. Work order referenced for vibration check and lubrication seal inspection.,,,2.44,LOW,No action,2021-07-19
INS-2021-0165,101-P-002B,2021-04-20,VIBRATION,Desalter water pump B (P-102B) vibration measured at 2.5 mm/s during inspection on 2021-04-20. Vibration levels are within normal operating range. No abnormal noise or movement observed at the time of inspection. Lube seal condition checked as per work order VIB CHECK LUBE SEAL INSP.,,,0.53,LOW,No action,2021-07-20
INS-2021-0166,101-P-003A,2021-04-20,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2021-04-20. Vibration velocity measured 4.47 mm/s. The pump is in column overhead reflux service as per drawing 101-P-003A. Previous work order noted lubrication seal inspection.,,,4.31,MEDIUM,Increase monitoring frequency,2021-07-20
INS-2021-0167,101-P-005B,2021-04-20,VIBRATION,Naphtha product pump B (P-105B) operating in naphtha rundown service was inspected for vibration on 2021-04-20. Vibration reading recorded at 3.0 mm/s. No abnormal noise or looseness detected during inspection. Equipment appeared to be in normal operating condition.,,,0.54,LOW,No action,2021-07-20
INS-2021-0168,101-P-006A,2021-04-20,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2021-04-20 during diesel rundown service. Vibration velocity measured 1.76 mm/s. No abnormalities were observed in the lube seal area during the inspection.,,,,LOW,No action,2021-07-20
INS-2021-0169,101-P-003B,2021-04-21,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2021-04-21. The vibration reading recorded was 2.16 mm/s. The pump is in column overhead reflux service. Recent work order indicates vibration check and lubrication seal inspection.,,,0.56,LOW,No action,2021-07-21
INS-2021-0170,101-P-004A,2021-04-21,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2021-04-21. Vibration readings recorded at the pump bearing were 3.26 mm/s. The equipment was operating in column bottoms service at the time of inspection. No abnormalities were observed visually during the inspection.,,,2.34,LOW,No action,2021-07-21
INS-2021-0171,101-P-006B,2021-04-21,VIBRATION,The vibration measurement on diesel product pump B (P-106B) during diesel rundown service was recorded at 2.92 mm/s on 2021-04-21. The inspection was conducted as part of routine vibration check and lubrication seal inspection. No abnormal vibration levels were observed.,,,0.58,LOW,No action,2021-07-21
INS-2021-0172,101-P-001A,2021-05-02,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2021-05-02. Vibration velocity measured 7.37 mm/s. The inspection was conducted in relation to the lube seal condition. No abnormal noise or visible damage was observed during the check.,,,7.38,HIGH,Replace bearings,2021-08-01
INS-2021-0173,101-C-001,2021-06-11,VISUAL,"The atmospheric distillation column C-101 was visually inspected on 2021-06-11. The external surfaces appeared clean with no signs of corrosion, leaks, or mechanical damage. No abnormal conditions were observed in the insulation or structural supports. The lube condition was checked and found to be satisfactory with no visible contamination or degradation.",,,,LOW,No action,2022-06-11
INS-2021-0174,101-D-001,2021-06-12,VISUAL,"The overhead reflux drum (D-101) was visually inspected on 2021-06-12. The vessel surface showed no signs of corrosion, leaks, or mechanical damage. All external fittings and connections appeared intact and secure. No abnormalities were observed in the overhead accumulator during the inspection.",,,,LOW,No action,2022-06-12
INS-2021-0175,101-E-001,2021-06-13,VISUAL,"The crude/atmospheric residue preheat exchanger #1 (E-101) was visually inspected on 2021-06-13. The exchanger is in crude preheat service at the hot end. Fouling was observed on the heat transfer surfaces, with a fouling percentage measured at 17.3%. No other abnormalities were noted during the inspection.",17.3,,,MEDIUM,Clean at TA-2027,2022-06-13
INS-2021-0176,101-E-010,2021-06-13,VISUAL,Visual inspection of kerosene stripper reboiler (E-110) on 2021-06-13 revealed a fouling percentage of 3.2%. The external surfaces showed minor deposits consistent with normal operation. No visible signs of corrosion or mechanical damage were observed.,3.2,,,LOW,No action,2022-06-13
INS-2021-0177,101-V-001,2021-06-13,VISUAL,The electrostatic desalter (V-101) was visually inspected on 2021-06-13. External surfaces exhibited areas of paint degradation and minor corrosion consistent with wall loss. No numeric thickness measurements were recorded during this inspection. The overall structural integrity appeared maintained with no visible cracks or leaks.,,,,LOW,No action,2022-06-13
INS-2021-0178,103-D-012,2021-06-13,VISUAL,"The kerosene stripper (D-102) was visually inspected on 2021-06-13. No signs of corrosion, leaks, or mechanical damage were observed on the equipment surface. The external condition of the unit appeared clean and well-maintained. No abnormalities were detected during the inspection.",,,,LOW,No action,2022-06-13
INS-2021-0179,101-D-003,2021-06-14,VISUAL,"The diesel stripper (D-103, drawing 101-D-003) was visually inspected on 2021-06-14. The equipment showed no signs of external damage, corrosion, or leakage. All visible components appeared intact and in serviceable condition. No abnormal conditions were observed during the inspection.",,,,LOW,No action,2022-06-14
INS-2021-0180,101-E-002,2021-06-14,VISUAL,"Visual inspection of crude/atmospheric residue preheat exchanger #2 (E-102) on 2021-06-14 revealed fouling accumulation estimated at 17.5%. The fouling was observed on heat transfer surfaces, indicating a reduction in heat exchanger efficiency. No visible leaks or mechanical damage were noted during the inspection.",17.5,,,MEDIUM,Clean at TA-2027,2022-06-14
INS-2021-0181,101-E-011,2021-06-14,VISUAL,"The Diesel product / BFW exchanger (E-111, drawing 101-E-011) was visually inspected on 2021-06-14. The exchanger is in service for diesel product cooling. Visual inspection revealed no visible damage or corrosion on external surfaces. Fouling percentage was measured at 3.9%.",3.9,,,LOW,No action,2022-06-14
INS-2021-0182,101-D-004,2021-06-15,VISUAL,"The residue flash drum (D-104) was visually inspected on 2021-06-15. The external surface showed no signs of corrosion, cracks, or mechanical damage. Weld seams appeared intact with no visible defects. No leaks or staining were observed around nozzles and flanges.",,,,LOW,No action,2022-06-15
INS-2021-0183,101-E-003,2021-06-15,VISUAL,Visual inspection of crude/kerosene pumparound preheat exchanger #3 (E-103) revealed an estimated fouling level of 8.0%. The exchanger surfaces showed signs of deposit buildup consistent with slow fouling. No visible damage or leaks were observed during the inspection on 2021-06-15.,8.0,,,LOW,No action,2022-06-15
INS-2021-0184,101-E-012,2021-06-15,VISUAL,"The residue rundown cooler (E-112, drawing 101-E-012) was visually inspected on 2021-06-15. The unit is in atmospheric residue rundown service. Visual examination revealed minor fouling deposits on the heat exchange surfaces. Fouling percentage was measured at 3.6%. No significant abnormalities or damage were observed during the inspection.",3.6,,,LOW,No action,2022-06-15
INS-2021-0185,101-E-004,2021-06-16,VISUAL,Visual inspection of crude/diesel pumparound preheat exchanger #4 (E-104) on 2021-06-16 revealed a fouling percentage of 7.8%. The exchanger surfaces showed moderate deposits consistent with fouling accumulation. No visible damage or leaks were observed during the inspection.,7.8,,,LOW,No action,2022-06-16
INS-2021-0186,101-H-001,2021-06-16,VISUAL,The crude fired heater H-101 was visually inspected on 2021-06-16. The heater shell and insulation appeared intact with no visible signs of corrosion or damage. Burner flames were stable and uniform during operation. No leaks or abnormal conditions were observed around the equipment.,,,,LOW,No action,2022-06-16
INS-2021-0187,101-E-015,2021-06-17,VISUAL,Visual inspection of crude/AGO product preheat exchanger #5 (E-105) on 2021-06-17 revealed surface deposits indicative of fouling. Measurement indicated a fouling percentage of 6.9%. No abnormalities in the exchanger structure were observed during the inspection.,6.9,,,LOW,No action,2022-06-17
INS-2021-0188,101-E-006,2021-06-18,VISUAL,The crude/atmospheric residue preheat exchanger #6 (E-106) was visually inspected on 2021-06-18. The exchanger is in crude preheat service at the cold end. Fouling was observed with a measured fouling percentage of 16.6%. No other abnormalities were noted during the inspection.,16.6,,,MEDIUM,Clean at TA-2027,2022-06-18
INS-2021-0189,101-E-007,2021-06-19,VISUAL,The overhead naphtha condenser (E-107) was visually inspected on 2021-06-19. The unit showed signs of fouling with an estimated fouling percentage of 7.5%. No abnormal corrosion or damage was observed on the external surfaces. The condenser remains in service for column overhead condensing as per drawing 101-E-007.,7.5,,,LOW,No action,2022-06-19
INS-2021-0190,101-E-008A,2021-06-20,VISUAL,"The overhead trim condenser (two-bundle) E-108 was visually inspected on 2021-06-20. The unit showed no visible signs of damage or corrosion. Fouling percentage was measured at 4.1%, indicating minimal deposit accumulation. The external condition of the lube system appeared normal.",4.1,,,LOW,No action,2022-06-20
INS-2021-0191,101-E-009,2021-06-21,VISUAL,"Visual inspection of the Naphtha/Crude Interchanger (E-109, drawing 101-E-009) conducted on 2021-06-21 revealed fouling accumulation estimated at 6.5%. The exchanger is operating in naphtha product and crude service. No other abnormalities were observed during the inspection.",6.5,,,LOW,No action,2022-06-21
INS-2021-0192,101-P-001B,2021-07-19,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2021-07-19. Vibration reading recorded at 2.63 mm/s. Visual inspection showed no abnormalities in the pump casing or mounting. Lube seal area appeared intact with no signs of leakage.,,,0.58,LOW,No action,2021-10-18
INS-2021-0193,101-P-002A,2021-07-19,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2021-07-19. Vibration reading recorded at 3.28 mm/s. Previous maintenance included replacement of mechanical seal as per work order. No visible external leaks observed at the seal area during inspection.,,,2.59,LOW,No action,2021-10-18
INS-2021-0194,101-P-004B,2021-07-19,VIBRATION,The atmospheric residue bottoms pump B (P-104B) vibration measurement was recorded at 2.56 mm/s on 2021-07-19. The inspection was conducted as part of the vibration check for the lube seal. No abnormal vibration levels were observed during the assessment.,,,0.54,LOW,No action,2021-10-18
INS-2021-0195,101-P-005A,2021-07-19,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2021-07-19. Vibration reading recorded at 2.63 mm/s. Inspection focused on lubrication seal condition as per work order VIB CHECK LUBE SEAL INSP. No visible abnormalities noted on external seal components.,,,2.42,LOW,No action,2021-10-18
INS-2021-0196,101-P-002B,2021-07-20,VIBRATION,Desalter water pump B (P-102B) vibration measured at 1.86 mm/s during inspection on 2021-07-20. Equipment operating within expected vibration range. No abnormal noise or movement observed. Vibration readings consistent with previous measurements recorded under work order VIB CHECK LUBE SEAL INSP.,,,0.51,LOW,No action,2021-10-19
INS-2021-0197,101-P-003A,2021-07-20,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2021-07-20. The vibration reading recorded was 6.11 mm/s. The inspection was conducted in the column overhead reflux service area. The most recent work order referenced lubrication seal inspection.,,,5.99,HIGH,Replace bearings,2021-10-19
INS-2021-0198,101-P-005B,2021-07-20,VIBRATION,Naphtha product pump B (P-105B) operating in naphtha rundown service was inspected for vibration on 2021-07-20. Vibration velocity reading was 2.46 mm/s. No abnormal vibration levels were observed during the inspection.,,,0.57,LOW,No action,2021-10-19
INS-2021-0199,101-P-006A,2021-07-20,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2021-07-20. The vibration reading recorded was 3.21 mm/s. The pump was operating in diesel rundown service as per drawing 101-P-006A. Visual inspection showed no abnormalities in the pump housing or mounting.,,,2.37,LOW,No action,2021-10-19
INS-2021-0200,101-P-003B,2021-07-21,VIBRATION,Overhead reflux pump B (P-103B) inspected for vibration on 2021-07-21. Vibration level recorded at 1.86 mm/s. Equipment operating within expected parameters during column overhead reflux service. Visual inspection showed no abnormalities.,,,0.55,LOW,No action,2021-10-20
INS-2021-0201,101-P-004A,2021-07-21,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2021-07-21. Vibration amplitude measured at 1.78 mm/s. Equipment is operating within expected parameters for column bottoms service. No abnormal vibration detected during inspection.,,,2.35,LOW,No action,2021-10-20
INS-2021-0202,101-P-006B,2021-07-21,VIBRATION,The vibration measurement for Diesel product pump B (P-106B) in diesel rundown service was recorded at 1.95 mm/s on 2021-07-21. The inspection focused on vibration levels related to the lube seal. No abnormal vibration was observed during the check.,,,0.55,LOW,No action,2021-10-20
INS-2021-0203,101-P-001A,2021-08-01,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2021-08-01. Vibration amplitude measured at 3.05 mm/s. Equipment is used for crude charge to heater service. Recent maintenance included a vibration check and lubrication seal inspection.,,,2.56,LOW,No action,2021-10-31
INS-2021-0204,101-P-001B,2021-10-18,VIBRATION,Crude charge pump B (P-101B) vibration measurement recorded at 2.45 mm/s on 2021-10-18. Equipment operating within expected parameters during crude charge to heater service. Previous work order noted as VIB CHECK LUBE SEAL INSP. No abnormal vibration patterns detected at time of inspection.,,,2.31,LOW,No action,2022-01-17
INS-2021-0205,101-P-002A,2021-10-18,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2021-10-18. Vibration reading recorded at 1.9 mm/s. Equipment is in service for desalter wash water. Previous work order noted as vibration check on lube seal inspection.,,,0.51,LOW,No action,2022-01-17
INS-2021-0206,101-P-004B,2021-10-18,VIBRATION,Atmospheric residue bottoms pump B (P-104B) was inspected for vibration on 2021-10-18. The vibration reading recorded was 3.13 mm/s. Visual examination showed no signs of abnormal wear or damage. The pump was operating under normal conditions during the inspection.,,,2.56,LOW,No action,2022-01-17
INS-2021-0207,101-P-005A,2021-10-18,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2021-10-18 during naphtha rundown service. Vibration reading recorded was 2.44 mm/s. The inspection was conducted in conjunction with a lubrication seal check. No visible abnormalities or leaks were observed at the seal area during the inspection.,,,0.58,LOW,No action,2022-01-17
INS-2021-0208,101-P-002B,2021-10-19,VIBRATION,Desalter water pump B (P-102B) vibration measurement recorded at 1.63 mm/s on 2021-10-19. Equipment operating within expected vibration parameters during inspection. No abnormal vibration levels detected at the time of assessment.,,,2.46,LOW,No action,2022-01-18
INS-2021-0209,101-P-003A,2021-10-19,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2021-10-19. The vibration reading recorded was 2.35 mm/s. The pump is in service for column overhead reflux. The most recent work order indicates bearing replacement and decoupling.,,,2.05,LOW,No action,2022-01-18
INS-2021-0210,101-P-005B,2021-10-19,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2021-10-19. Vibration reading recorded at 2.28 mm/s. Equipment operating within expected parameters for naphtha rundown service. No abnormal vibration levels detected during inspection.,,,2.46,LOW,No action,2022-01-18
INS-2021-0211,101-P-006A,2021-10-19,VIBRATION,Diesel product pump A (P-106A) operating in diesel rundown service was inspected for vibration on 2021-10-19. Vibration levels measured 1.65 mm/s. No abnormalities were observed during the inspection.,,,0.58,LOW,No action,2022-01-18
INS-2021-0212,101-P-003B,2021-10-20,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2021-10-20. Vibration readings recorded at the pump bearing were 3.26 mm/s. No abnormal noise or visible damage was observed during the inspection. The pump is operating within expected vibration limits.,,,0.6,LOW,No action,2022-01-19
INS-2021-0213,101-P-004A,2021-10-20,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2021-10-20. Vibration level recorded at 3.12 mm/s. Equipment is operating within expected parameters. No abnormal noise or movement observed during inspection.,,,0.57,LOW,No action,2022-01-19
INS-2021-0214,101-P-006B,2021-10-20,VIBRATION,The diesel product pump B (P-106B) operating in diesel rundown service was inspected for vibration on 2021-10-20. Vibration readings recorded were 2.09 mm/s. The pump exhibited stable vibration levels within the expected range during the inspection. The most recent work order referenced was a vibration check and lubrication seal inspection.,,,2.44,LOW,No action,2022-01-19
INS-2021-0215,101-P-001A,2021-10-31,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2021-10-31. The vibration reading recorded was 2.53 mm/s. The inspection was conducted in relation to the lube seal condition. No visible abnormalities were noted during the assessment.,,,0.57,LOW,No action,2022-01-30
INS-2022-0216,101-P-001B,2022-01-17,VIBRATION,Crude charge pump B (P-101B) vibration inspection conducted on 2022-01-17 showed a vibration level of 2.08 mm/s. The pump is in crude charge to heater service as per drawing 101-P-001B. Previous work order indicates a vibration check and lube seal inspection was performed. No abnormalities were observed during the inspection.,,,0.51,LOW,No action,2022-04-18
INS-2022-0217,101-P-002A,2022-01-17,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2022-01-17. Vibration reading recorded at 1.68 mm/s. No visible signs of seal leakage observed during the inspection. Equipment operating within expected parameters at time of check.,,,2.33,LOW,No action,2022-04-18
INS-2022-0218,101-P-004B,2022-01-17,VIBRATION,Atmospheric residue bottoms pump B (P-104B) was inspected for vibration on 2022-01-17. Vibration level recorded at 2.77 mm/s. No abnormal vibration detected during the inspection. Equipment operating within expected parameters.,,,0.52,LOW,No action,2022-04-18
INS-2022-0219,101-P-005A,2022-01-17,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2022-01-17. Vibration reading recorded at 2.54 mm/s. Historical records indicate previous mechanical seal replacement. No visible external leaks observed during inspection.,,,2.36,LOW,No action,2022-04-18
INS-2022-0220,101-P-002B,2022-01-18,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2022-01-18. The vibration reading recorded was 2.01 mm/s. The equipment is operating within expected parameters for desalter wash water service. No abnormal vibration levels were observed during the inspection.,,,0.55,LOW,No action,2022-04-19
INS-2022-0221,101-P-003A,2022-01-18,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2022-01-18. The vibration reading recorded was 3.35 mm/s. The pump is in service for column overhead reflux. Previous maintenance included bearing replacement and coupling work as per work order REPL BRG DE COUPLE.,,,2.58,LOW,No action,2022-04-19
INS-2022-0222,101-P-005B,2022-01-18,VIBRATION,Naphtha product pump B (P-105B) vibration measurement taken on 2022-01-18 showed a velocity of 3.38 mm/s. The equipment was observed operating under naphtha rundown service conditions. No abnormal noise or movement was detected during the inspection. The vibration level is within expected operational parameters.,,,0.52,LOW,No action,2022-04-19
INS-2022-0223,101-P-006A,2022-01-18,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2022-01-18. The vibration reading measured 2.03 mm/s. The pump is in diesel rundown service as per drawing 101-P-006A. The most recent work order referenced a vibration check and lubrication seal inspection.,,,2.43,LOW,No action,2022-04-19
